"","CAZ_n","CAZ_r","CAZ_total_R","MEM_n","MEM_r","MEM_total_R","IPM_n","IPM_r","IPM_total_R","CIP_n","CIP_r","CIP_total_R"
"1",26,11,NA,23,7,NA,12,7,NA,15,5,NA
