"","AMP_n","AMP_r","AMP_total_R","CTX_n","CTX_r","CTX_total_R","CAZ_n","CAZ_r","CAZ_total_R","CIP_n","CIP_r","CIP_total_R","GEN_n","GEN_r","GEN_total_R","MEM_n","MEM_r","MEM_total_R","SXT_n","SXT_r","SXT_total_R"
"1",20,15,NA,49,18,0.36734693877551,144,53,0.368055555555556,67,28,0.417910447761194,176,54,0.306818181818182,106,0,0,65,51,0.784615384615385
