"","CTX_n","CTX_r","CTX_total_R","CRO_n","CRO_r","CRO_total_R","CAZ_n","CAZ_r","CAZ_total_R","CIP_n","CIP_r","CIP_total_R","GEN_n","GEN_r","GEN_total_R","SXT_n","SXT_r","SXT_total_R","MEM_n","MEM_r","MEM_total_R"
"1",17,14,NA,70,45,0.642857142857143,55,31,0.563636363636364,20,10,NA,68,37,0.544117647058823,25,20,NA,43,1,0.0232558139534884
