"","AMP_n","AMP_r","AMP_total_R","CTX_n","CTX_r","CTX_total_R","CRO_n","CRO_r","CRO_total_R","CAZ_n","CAZ_r","CAZ_total_R","CIP_n","CIP_r","CIP_total_R","GEN_n","GEN_r","GEN_total_R","SXT_n","SXT_r","SXT_total_R"
"1",1,1,NA,1,0,NA,13,0,NA,13,1,NA,9,1,NA,15,1,NA,3,2,NA
