"","AMP_n","AMP_r","AMP_total_R","CTX_n","CTX_r","CTX_total_R","PEN_n","PEN_r","PEN_total_R","CIP_n","CIP_r","CIP_total_R"
"1",0,0,NA,0,0,NA,0,0,NA,0,0,NA
